Very good customer service despite we requesting refund due to picking incorrect tyres,advisoragent service positive,refund negative,,,,,,,,,,,,
great price and service,value for money positive,,,,,,,,,,,,,
"Brillant way to get tyres, quick and easy and a lot more competitive on price",value for money positive,,,,,,,,,,,,,
"Easy to use and good service by local garage, Campbells of Deal",garage service positive,location positive,value for money positive,,,,,,,,,,,
"Ease of use, great range and prices. What more can I say! Really pleased with the service and can highly recommend,",value for money positive,,,,,,,,,,,,,
"Good price and the fitting centre (ATS Tewkesbury) had everything ready at the fitting time, including all paperwork.",value for money positive,garage service positive,,,,,,,,,,,,
The website is clear and easy to use and the service that I received from the garage was brilliant.,garage service positive,,,,,,,,,,,,,
Easy service just could have been available sooner,ease of booking positive,,,,,,,,,,,,,
"Good price, quick fitting, perfect transaction.",value for money positive,length of fitting positive,,,,,,,,,,,,
Wide range of choice at a good price,value for money positive,,,,,,,,,,,,,
Good website- good choice of product to suit all budgets,value for money positive,,,,,,,,,,,,,
It turned out that the tyres were cheaper at ATS. Called [REDACTED] and they wouldn't price match. If the price was within a few £ I wouldn't be bothered but £30 is a little different.,value for money negative,,,,,,,,,,,,,
tyres and price great fitting centre useless,garage service negative,value for money positive,,,,,,,,,,,,
"Excellent communication, the fitters were helpful and flexible and the price was very competitive",value for money positive,garage service positive,,,,,,,,,,,,
Surely there cant be an easier process than dealing with [REDACTED] ? Best price I could find and tyres were delivered and fitted within 2 days.,delivery punctuality positive,value for money positive,,,,,,,,,,,,
Very helpful to fine a good tyre and cheaper.,value for money positive,tyre quality positive,,,,,,,,,,,,
"Thought it was too good a deal but . Thought it was “too good a deal” and checked out the local tyre fitting garage option before I went ahead. They assured me that they couldn’t get near the prices in Michelin tyres and regularity had [REDACTED] customers so went ahead.Tyres and fitting ordered with 4 days lead time and all done and dusted as booked!As long as you check what tyres you need, they do a huge range and choice, an excellent service.",value for money positive,,,,,,,,,,,,,
Great price and a great service from the Garage,garage service positive,value for money positive,,,,,,,,,,,,
All perfect. Work well done. In time. No problems at all. Very good job by the two men working on my car at Cambridge Bar Hill.,garage service positive,,,,,,,,,,,,,
Got a fast response from the lads and a good all round job,response time positive,,,,,,,,,,,,,
"Booked an appointment online for new tires and received an email indicated that they couldn't accommodate my preferred slot and suggested an alternative timing. I dutifully followed the instructions to 'reply to this email' if the timing was acceptable. I received no further reply. A few days later I sent a follow-up email to confirm if my new timing was set. I did not receive a reply. I figured I would show up to the garage for my new appointment anyways and hope they could squeeze me in. The garage was very accommodating and fulfilled my order despite having rejected the work request. No fault of the garage here, [REDACTED] customer support dropped the ball. All well and good to take my money before the service but don't bother to communicate when you can't actually do it. 0 out of 10 for [REDACTED].com - 10/10 for the garage that cleaned up after your terrible customer service.",advisoragent service negative,garage service positive,response time negative,,,,,,,,,,,
"1. Incorrectly delivered an 18 inch & 19 inch tyre instead of 2 18 inch tyres. 2. Once this had been corrected went to get tyres fitted and was appalled by the shabby condition of the tyres, they looked unused but old. Indeed they were very old with a dot date of 4517 (ie nearly 2 years old).",tyre quality negative,incorrect tyres sent negative,tyre agedot code negative,,,,,,,,,,,
"Highly recommend. Bought my tyres online and booked a fitting slot at a garage near my home, turned up 1/2 hour before my fitting time and the guys went to work straight away. I ask for a price to have my rear tyres replaced but they couldn’t Mach the price of [REDACTED]. I would highly recommend this site, and I will definitely use them again.",length of fitting positive,wait time positive,mobile fitter positive,value for money positive,,,,,,,,,,
"Booked time slot of 0930 was actually AM. Booked time slot actually not available... Dispite confirmations on time from [REDACTED] the garage selected does not actually do specific time appointments but only AM/PM slots. No fault of the garage themselves and they did their best to appease me and get it through asap. Better care needed next time in checking a specific time window is CONFIRMED and not ""just"" AM or PM has been agreed between [REDACTED] and the garage.",ease of booking negative,garage service positive,,,,,,,,,,,,
"very competitive prices, convenient location and at a time of my choosing. I was able to nip in on my way back from work without having to fo out of my way and it was all done in half an hour.",length of fitting positive,value for money positive,location positive,,,,,,,,,,,
"The web site is easy and efficient without any issues or complications. No problems with Tyre delivery or fitting and the garage approved was friendly, quick and hassle free. Communication was spot on.",length of fitting positive,garage service positive,,,,,,,,,,,,
"I found this to be a very efficient service, quick and reliable all organised from home my tyres were replaced at Culloden Garage who as always completed with an excellent service.",garage service positive,length of fitting positive,,,,,,,,,,,,
"Great value and service. [REDACTED] offered the widest choice at the best price. My tyres were delivered quickly and fitted and balanced by the local approved garage, Motorworx Garage, Glasgow G13, without any problems. Excellent from start to finish.",garage service positive,delivery punctuality positive,location positive,value for money positive,,,,,,,,,,
"The online experience was very straightforward, the prices were competitive, and the delivery/fitting was efficiently carried out.",garage service positive,value for money positive,delivery punctuality positive,,,,,,,,,,,
Great customer service and tyres were fitted before fitting date great service XX,advisoragent service positive,,,,,,,,,,,,,
"Brilliant Pricing, Large Choice, Hassle-Free experience",value for money positive,,,,,,,,,,,,,
"First class. Very easy to use the website, reasonable prices & fast service.",value for money positive,,,,,,,,,,,,,
"Easy navigation on the website, reasonable prices",value for money positive,,,,,,,,,,,,,
An easy and reliable and cost sensitive way to purchase the tyre. I would say it was a no headache model.,value for money positive,,,,,,,,,,,,,
Very user friendly site. Tyre prices with discount code excellent!Easy booking and fitting service at a garage and time that suits.Have used [REDACTED] for 8 years 10/10,ease of booking positive,discounts positive,,,,,,,,,,,,
Great first experience. First time of using [REDACTED]. Took a couple of circuits of the website to filter down to what I needed. The process from order through to fitting was seamless and I would recommend - saved about £15/tyre.,value for money positive,,,,,,,,,,,,,
Prices were 30% cheaper than dealer quote and I had the freedom of choosing my local garage.Fitting was super quick and easy! Would recommend!,location positive,value for money positive,length of fitting positive,,,,,,,,,,,
"Quick, easy and reasonably priced",value for money positive,,,,,,,,,,,,,
Excellent service and priceexcellent service. Excellent service and price.I hadn't realised that the tyres could have been stored for some time.,value for money positive,,,,,,,,,,,,,
The tyres were delivered on time and the job completed efficently,delivery punctuality positive,length of fitting positive,garage service positive,,,,,,,,,,,
Car had been cleaned before tyre replacement..when I picked car up it was dirty and fuel had been used. Looks like it had been used to pick parts up for another job. Im very unlikely to use [REDACTED] again.,damage negative,garage service negative,,,,,,,,,,,,
Best prices,value for money positive,value for money positive,,,,,,,,,,,,
good price good service,value for money positive,,,,,,,,,,,,,
Great prices and service - you can't ask for more!,value for money positive,,,,,,,,,,,,,
"Price, ease of purchase and booking.",ease of booking positive,value for money positive,,,,,,,,,,,,
"easy to use website, good garage",garage service positive,,,,,,,,,,,,,
Happy customer. Well priced.easy to use web site.Tyres fitted on arival of appointment.Very pleased with service.,wait time positive,value for money positive,,,,,,,,,,,,
Good Company Decent prices. Good co. To buy from. Decent prices but be selective of the tyre fitting centre you choose,value for money positive,garage service negative,,,,,,,,,,,,
Booking time late morning and no question of what time would like.,ease of booking negative,,,,,,,,,,,,,
Easy to choose the my tyres and select a convenient fitting time and date. Also when I selected the wrong tyres (with out knowing) I contacted [REDACTED] who changed them to the correct ones and got them sent over to the garage for fitting.,advisoragent service positive,ease of booking positive,,,,,,,,,,,,
Easy ordering and good value for money with convenient fitting options,value for money positive,ease of booking positive,,,,,,,,,,,,
Good service and selection of tyres at the right price.,value for money positive,,,,,,,,,,,,,
had some issues with fitting but customer services dealt with it very proficiently,advisoragent service positive,,,,,,,,,,,,,
better value for money from the same garage,value for money positive,,,,,,,,,,,,,
It was effortless to order and have the chosen tires fitted at a reasonable price.,value for money positive,,,,,,,,,,,,,
"Easy to purchase Delivered on time, excellent service during fitting",delivery punctuality positive,garage service positive,,,,,,,,,,,,
"Everything went smoothly, the tyre was correct; the contracted fitter was excellent.",garage service positive,,,,,,,,,,,,,
was rude garage raccomanded,garage service negative,,,,,,,,,,,,,
A good service at a fair price. I will definitely use [REDACTED] again.,value for money positive,,,,,,,,,,,,,
Excellent service. Ordered 2 tyres from [REDACTED]. Best price I could find on the net for the tyres I wanted. Had the choice of a few local garages who would fit them. Tyres were delivered to garage and I waited around 30 minutes for them to be fitted. Cant fault any aspect of the service and I will definitely be using [REDACTED] and the garage again.,delivery punctuality positive,value for money positive,garage service positive,location positive,length of fitting positive,,,,,,,,,
Everything was perfect from start to finish. Especially the mobile fitting.,mobile fitter positive,,,,,,,,,,,,,
"Good value, easy to use and great service from their partner company doing the tyre change.",value for money positive,garage service positive,,,,,,,,,,,,
"Great easy service, booked in for all your tires by a mobile tire fitter, let me know the evening before what time to expect them then came at that time, nice and easy!",mobile fitter positive,ease of booking positive,,,,,,,,,,,,
The easiest and simplest way to buy good tyres . Efficient processing of order and local fitters were very prompt and professional.I give [REDACTED] 5 STARS,location positive,garage service positive,,,,,,,,,,,,
Excellent. We were very impressed with this service. The garage were very helpful,garage service positive,,,,,,,,,,,,,
"Straight forward and hassle free. Very easy and simple to use web site,tyres delivered very prompt and the cheapest prices too,.",delivery punctuality positive,value for money positive,,,,,,,,,,,,
"The original date for tyres to be fitted was changed to a later time, which was fine as I was notified a few days before the appointment. When I attended the rescheduled time for the tyres to be fitted, the tyres had not arrived at the fitting centre. I was not contacted by [REDACTED] telling me the tyres had not arrived and the appointment had been rescheduled again. The tyre centre had to inform me when I arrived of the cancellation. After contacting [REDACTED] from the tyre center no answer could be given as to why I hadn't been informed. The tyres never arrived for the third date that I had been given over the phone. In the end I asked the tyre centre to inform me when the tyres arrived which was a week after the original date. It was a good job I didn't have a service and MOT arranged during the middle of that week, which I required the tyre for.",change of time negative,advisoragent service negative,delivery punctuality negative,,,,,,,,,,,
Web-site was easy to navigate and order the tyres with a good choice of local fitting centres. I purchased two top range tyres for a good price and my chosen fitting centre fitted them at the time and date I chose without any additional fees. Will use again.,location positive,tyre quality positive,value for money positive,extra charges positive,ease of booking positive,,,,,,,,,
[REDACTED] Ticks All Boxes. Great selection of quality tyres at competitive prices and good selection of approved local fitters.,location positive,tyre quality positive,value for money positive,,,,,,,,,,,
Delivered within time to desired garage very smooth and simple,delivery punctuality positive,,,,,,,,,,,,,
"[REDACTED] first choice for tyres. Searched many websites for car tyres found [REDACTED] to be the best for ease of use,value for money and fitting centre",value for money positive,garage service positive,,,,,,,,,,,,
Quick delivery and easy fitting. Tyres were made available to the nearest fitting centres within few days and the fitting was done in under 30 mins. without any issue.,garage service positive,length of fitting positive,delivery punctuality positive,,,,,,,,,,,
"The best all round service for replacement tyres. Best price, swift availability, proficient fitters. Very good all round.",value for money positive,garage service positive,,,,,,,,,,,,
Easy online service and no problems with the fitting. Way cheaper than a dealer.,value for money positive,,,,,,,,,,,,,
Excellent service and price.,value for money positive,,,,,,,,,,,,,
Customer service was second to none. Even checked to advise that the tyres I’d ordered were not specific N rating and that it could cause warranty issues.,advisoragent service positive,,,,,,,,,,,,,
"Had the correct tyres in stock for the vehicle, fast response, good price and fitter was helpful, early and was happy to deal with a third party to get access to the vehicle as it was in a secured car park. Totally painless experience!",value for money positive,response time positive,,,,,,,,,,,,
Excellent customer service and quality tyres,advisoragent service positive,tyre quality positive,,,,,,,,,,,,
Wide range and good prices. Network of reliable fitters.,value for money positive,,,,,,,,,,,,,
Easy order tyres turn up at time to suit you have them fitted.,ease of booking positive,,,,,,,,,,,,,
"Very informative, efficient site. Was able to thoroughly look at a wide range or tyre options and make an informed choice. Ordering, payment and arrangement of fitting was straightforward.",ease of booking positive,,,,,,,,,,,,,
Best price and service. Really happy with the purchase.,value for money positive,,,,,,,,,,,,,
Good serviceGood quality tyres Will use again,tyre quality positive,,,,,,,,,,,,,
really good good price and service,value for money positive,,,,,,,,,,,,,
"Good prices, but the garages fitting the tyres don't give a toss. Didn't balance my rear wheels, just slapped some weights on. Drove the car the following day (Sunday) and it vibrated so badly, I though the car was going to shake apart. The garage that fitted the tyres were closed, so had to pay for balancing at kwik fit. They told me that one of the wheels needed 60 grams added and the other 35, and that neither rear had been balanced, just weights slapped in to look like it had been done. .",balancing negative,garage service negative,value for money positive,,,,,,,,,,,
Excellent website. Excellent choice. Fitter very near by. Very smooth process from start to finish,location positive,,,,,,,,,,,,,
Online was not good but direct call excellent,advisoragent service positive,,,,,,,,,,,,,
"Even though it didn’t go perfectly, the [REDACTED] team really came through. I booked an at home fitting prior to travelling across the country. When the fitter failed to turn up, [REDACTED] (Amy) immediately dealt with it by offering alternatives. When I told them I was going to be somewhere else they rang around that area and persuaded a busy fitter to make an extra appointment for me. They really went the extra mile to deliver the best service they could in the circumstances.",mobile fitter didn't arrive negative,advisoragent service positive,,,,,,,,,,,,
4 tyres not the same make and fitted on different days,garage service negative,tyre quality negative,,,,,,,,,,,,
"Excellent. Good price, excellent choice of tyres, quick response and the fitter was early and couldn't have been more helpful",mobile fitter positive,value for money positive,,,,,,,,,,,,
"Even though i had a strict appointment time and asked to be there 5 minutes before, i was still waiting 35 minutes before fitting!",wait time negative,,,,,,,,,,,,,
long wait for one tyre 1 hour 10 mins but I was told the they were running late,wait time negative,length of fitting negative,,,,,,,,,,,,
Quick and efficient service well priced,value for money positive,,,,,,,,,,,,,
A quick and easy online based order facility which saved money whilst offering a good choice of replacement tyres.,tyre quality positive,value for money positive,,,,,,,,,,,,
Quick efficient service from [REDACTED] and the garage the tyres were sent to be fitted !,garage service positive,,,,,,,,,,,,,
"Not as good as previous experience. Had fantastic service in the past, but this time was not so good.I ordered 2 x Michelin Pilot SuperSport tyres in 255/35/19 profile to be fitted several days later at 9am at a local ATS branch.Dropped the car with them on the basis that it would be ready by lunchtime, so I arranged to collect the car then (as I needed to use it in the afternoon).At 11am I received a call from ATS to say they’d removed my old tyres and realised that the new ones hadn’t arrived from [REDACTED].com. They offered to order them in but I’d not be able to collect the car until the end of the day as the tyres wouldn’t arrive until 4pm.This was nothing worse than an inconvenience, but given that the price paid was identical to ATS fitted price (but they had a deal on when you bought two tyres) and in actual fact £20 more expensive that Kwik Fit, I regretted automatically going to [REDACTED] based on previous experience.",value for money negative,delivery punctuality negative,,,,,,,,,,,,
"Its so easy to search using your vehicle registration. Then you can choose a tyre based on price, performance, road noise and fuel economy. To choose fitted as well just makes a laborious process so simple.",ease of booking positive,value for money positive,,,,,,,,,,,,
Top tyers for bottom prices. The whole experience was flawless from the service from [REDACTED] to the fitting of my new tyers. This isn't a one off I've used [REDACTED] for a number of years now and never had a problem. Thank you Black cercle.,value for money positive,,,,,,,,,,,,,
Great service. Fast delivery to a garage close at hand. I’ve used [REDACTED] a number of times now and have always had great service from them.,delivery punctuality positive,location positive,,,,,,,,,,,,
"Easy and efficient service. Easy web site, good prices, wide selection and efficient service at local garage.",location positive,value for money positive,,,,,,,,,,,,
"I would use them again. Simple, economical, efficient, cheerful'Worked like a charm, including the tyre fitting company.",garage service positive,length of fitting positive,,,,,,,,,,,,
Excellent first time online experience. Excellent straight forward and best prices by [REDACTED] tyres. By ordering online to having the tyres fitted by choosen garage a very smooth transaction.,value for money positive,,,,,,,,,,,,,
"good work. great guys , neat quick job",garage service positive,length of fitting positive,,,,,,,,,,,,
"We booked to have our tyre fitted as we were going on holiday, unfortunately we got a email the evening before stating our tyres had not been delivered and we would have to wait 4 days,we rang them the next day they were so unhelpful saying they didn’t have time to ring round dealers to check if they had our tyres, Avoid",delivery punctuality positive,change of date positive,,,,,,,,,,,,
Excellent Service. I arrived at the appointed time and my vehicle was checked by the fitter and taken to the bay. the whole process lasted approximately 30 mins. i could not fault the company for their excellent service.,garage service positive,length of fitting positive,,,,,,,,,,,,
Excellent deal done with minimum fuss. Original tyres agreed we’re unavailable and more expensive alternatives provided at no extra cost.,extra charges positive,value for money positive,,,,,,,,,,,,
Worth paying £12 for mobile service,mobile fitter positive,value for money positive,,,,,,,,,,,,
"Good website,quick ordering and agreed local fitting and agreat price",value for money positive,location positive,,,,,,,,,,,,
Waited for hours. People drove in without booking and were seen before me. Is this because you already had my .money?,wait time negative,garage service negative,,,,,,,,,,,,
Simple job done. Four good value tyres fitted by my usual garage. No problems.,location positive,value for money positive,,,,,,,,,,,,
My choice of tyres available at a good price.Excellent service from ATS,garage service positive,value for money positive,,,,,,,,,,,,
Easy to choose and best prices. Easy to use website ensures you select the right spec tyres for your car. Great choice of brands and really good prices.,value for money positive,tyre quality positive,,,,,,,,,,,,
Easy to use web site. Price good,value for money positive,,,,,,,,,,,,,
Fair market price good choice of fitters available locally which also support the B:C brand,location positive,garage service positive,value for money positive,,,,,,,,,,,
"I ordered my tyre and had it fitted within 3 days, brilliant service",ease of booking positive,,,,,,,,,,,,,
I was told 11am fitting time by [REDACTED]. Garage had me down for 1pm.,booking confusion negative,,,,,,,,,,,,,
Almost walked out of the garage when guy on reception said there were no [REDACTED] bookings that day and no tires had arrived. Only when I asked him to check the computer diary and the deliveries for the day did he find the booking then the tiers. Then I was at the back of the que to have them fitted it took over 2 hours (even fitted tiers for people that arrived after me!). Anyhow awful service not using [REDACTED] or ATS again.,length of fitting negative,wait time negative,garage service negative,,,,,,,,,,,
I phoned ahead to be told he was too busy (Thursday) and could I come in later. I agreed but then later couldn’t manage. Went along next day - no good. Went Monday and they were fitted while I waited.,wait time negative,garage service negative,length of fitting negative,,,,,,,,,,,
"Easy website to use, great service, loads of choice, a new and innovate way to purchase tires",ease of booking positive,,,,,,,,,,,,,
Polite friendly reception staff. Helpful and accommodating.. quick and professional service,length of fitting positive,garage service positive,,,,,,,,,,,,
Excellent Website and Service. Excellent Website. Competitive prices. Excellent fitting service.,value for money positive,garage service positive,,,,,,,,,,,,
"Competitively priced, easy to arrange and very convenient as you can book in to your chosen garage at a time to suit you.",value for money positive,ease of booking positive,,,,,,,,,,,,
Hassle free. Easy to use web site booked local fitting centre all done in a couple of days hassle free.,ease of booking positive,location positive,,,,,,,,,,,,
"Excellent service, easy to use and the best price",value for money positive,,,,,,,,,,,,,
Very easy to use this service. Tyres seem to be good value.,value for money positive,,,,,,,,,,,,,
Quick and simple. Quick and straight forward booking and service.,ease of booking positive,,,,,,,,,,,,,
"made a good job of changing the tyres, unfortunately didn't clean them after they were changed and the tyres and wheels had lots of lubricant over them.",damage negative,garage service negative,,,,,,,,,,,,
"Get a Grip and get your tyres from [REDACTED]com. Easy to use website , great prices and efficient fitting on home drive.",length of fitting positive,mobile fitter positive,value for money positive,,,,,,,,,,,
Garage not the best,garage service negative,,,,,,,,,,,,,
"Garage Was Great [REDACTED] Wasnt. Overall, I'm really chuffed with the product (4 x Michelin Pilot Sport 4's) and the job the premier partner (Strathclyde Autotune) carried out.However, the customer service experience at [REDACTED] left a lot to be desired after it came to light I was consistently given incorrect information by email, and later on the phone.To cut a long story short, [REDACTED] appear to book jobs and services for you on their own system without consulting the garage you choose and their schedule for that given day.I booked a tyre fitting for 4 new tyres and selected some additional services.I was never given an appointment time. Similarly, the services I selected were split across a Friday and a Monday.Not the end of the world..but the tyre fitting was scheduled for Friday and TPMS Sensor Valve Replacement was scheduled for the Monday.For me it made more sense to fit the sensors on Friday whilst the wheels are already coming off to fit the tyres?Anyway, I phoned to challenge this aspect and to double check why I wasn't given an appointment time.I was told adamantly that the garage operated on a first-come-first-serve basis and that they couldn't provide the additional services I asked for.I struggled to see the value in this system over scheduled appointments; but I went along with it as I had already paid for the tyres.Cut To: Me the next day getting up super early to be the first person in this first-come-first-serve queue.After arriving at the garage before the staff, I thought it was odd that no other people were rushing to get there first?Turns out that the garage has an appointment book, and [REDACTED] tell you it's first-come-first-serve, and split your services across a weekend for no other reason than to cause total inconvenience?The garage was great though!.. I've had the car back there since and will continue to use them.",ease of booking negative,tyre quality positive,advisoragent service negative,booking confusion negative,garage service positive,change of date negative,,,,,,,,
"I had booked a day off for them to be fitted, only to be told it wouldn’t be delivered in time, so was given another date, wired for that date to be told I had to wait 3 days after that too! So all in all I lost 3 work days.",ease of booking negative,change of date negative,delivery punctuality negative,,,,,,,,,,,
Overall I achieved what I needed - replacement tyres but it took longer than expected as the garage I booked it with advised the day before fitting that it would have to wait another week.,change of date negative,,,,,,,,,,,,,
Fast effective service & came with discount. Paid through PayPal credit so I managed to get 0% finance on my tyres to pay off by November. Bonus!,discounts positive,value for money positive,,,,,,,,,,,,
Overall excellent but on this occasion not the lowest price.,value for money negative,,,,,,,,,,,,,
"RSJ Tyres. Prompt, efficient, honest service",length of fitting positive,garage service positive,,,,,,,,,,,,
"Excellent Tyres. Tyres excellent, and the usual brand that Hyundai would use. Great value for money - choice of fitter however not so good. If you have pressure sensor valves - which are very common now - make sure you speak with the fitter of choice beforehand and that they are familiar with them.",garage service negative,facilities positive,tyre quality positive,value for money positive,,,,,,,,,,
"Easy to arrange, had the home fitting service and Chris was excellent. Was worth the extra premium for that service.",extra charges positive,mobile fitter positive,ease of booking positive,,,,,,,,,,,
U had the tyres I wanted at the best price and a place and time convenient to me,value for money positive,ease of booking positive,,,,,,,,,,,,
website easy and local fitting options,location positive,,,,,,,,,,,,,
"Great web resource to qualify choice, fast and trouble free delivery, trusted end point fitting.",garage service positive,delivery punctuality positive,,,,,,,,,,,,
"Excellent service from [REDACTED] and McConnachys, St Andrews",garage service positive,,,,,,,,,,,,,
Arrived 10 Minutes before my allocated time only to be told there were 3 other customers in front of me. After 3 hours I still had not had a call to confirm if my tyres had been fitted. Called head office who were also unable to get in touch with the fitting station. When I went back to the fitting station my tyres had just been fitted but nobody bothered to call me. On returning home I noticed that the tyres fitted were not the tyres I ordered!,wait time negative,garage service negative,,,,,,,,,,,,
"I chose a garage from the site, at a time that suited me. I was then informed the garage had no slots that day. Another garage was booked for 1pm on the same day. When I got to that garage I was told that it was 12pm not 1pm. Despite a conformation email the garage said they were told 12pm and could not do anything. 4 days later I managed to have them fitted.",booking confusion negative,ease of booking negative,change of time negative,,,,,,,,,,,
"Good organisation, and communication - had to change fitting garage but went smoothly. Will use again",advisoragent service positive,,,,,,,,,,,,,
"Convenience, price and variety.",value for money positive,,,,,,,,,,,,,
"Tyres very good, experience with the tyre fitters not so good.",garage service negative,,,,,,,,,,,,,
"reliable advice if required, good value and the system works",value for money positive,,,,,,,,,,,,,
Brilliant service. Great value for money.,value for money positive,,,,,,,,,,,,,
"Great prices and selection of tyres with local fitting, what is not to like.",location positive,value for money positive,,,,,,,,,,,,
Good price! Quick fitting service.,value for money positive,length of fitting positive,,,,,,,,,,,,
Good prices and an easy to use website.,value for money positive,,,,,,,,,,,,,
Good price although when I attended ats it would appear they had a cheaper deal on!,value for money positive,,,,,,,,,,,,,
Great price fast delivery to my local trusted tyre fitter,location positive,value for money positive,delivery punctuality positive,,,,,,,,,,,
"Excellent Price, able to choose fitting agent and time to suit, excellent service from a garage I trust.",value for money positive,ease of booking positive,,,,,,,,,,,,
When I dropped my car off and they got my tyres off they found my new tyres hadn’t been delivered yet and nobody had let me know. They were told they had emailed myself but I never received anything.,advisoragent service positive,delivery punctuality positive,,,,,,,,,,,,
"Good price for a difficult tyre to find, good choice of fitters. Luckily my 'local' garage (8 miles away), the only one I can fit my motorhome in that is not in the London Low Emission Zone, was on the list. Great job by Sandown Autopoint.",location positive,value for money positive,garage service positive,,,,,,,,,,,
"I have now bought tyres on several occasions from [REDACTED] and the service is always reliable, the tyre choice is vast and the price is very difficult if not impossible to better.",value for money positive,,,,,,,,,,,,,
I have only had the tyres a week - so far very satisfied.,tyre quality positive,,,,,,,,,,,,,
"It was a good job I was present when tyre was being changed, as the wrong tyre was being removed, before I intervened? Make your own mind up ? On that one",garage service negative,,,,,,,,,,,,,
Courier didn’t deliver tyres to garage on time so booked slot cancelled. Despite telling [REDACTED] multiple times that the replacement slot was unacceptable (car was not available) it was booked. I have used multiple times and this is first issue but they need to get customer advisers who can read/understand.,change of date negative,advisoragent service negative,delivery punctuality negative,ease of booking negative,,,,,,,,,,
Smooth transaction no worries tyres arrived and fitted on time excellent,wait time positive,delivery punctuality positive,,,,,,,,,,,,
Good tyres. Got good tyres and work well on my mini cooper,tyre quality positive,,,,,,,,,,,,,
No hassle good service at tyre providers at a good price,value for money positive,garage service positive,,,,,,,,,,,,
Used Easy Mobile tyre fitting service (Premier Mobile) who arrived within the time slot on the order and fitted three tyres speedily without fuss. This avoided the hassle of travelling and waiting for fitment at a garage. Ordering was simple and was followed by good communication from [REDACTED]. Price was extremely competitive. Would not hesitate to use again.,value for money positive,mobile fitter positive,length of fitting positive,,,,,,,,,,,
"The range of tyres and the price was better than most. However, [REDACTED] did not have Continental tyres that matched my car specification and I felt that if I had bought tyres direct from HiQ (where they were fitted) the service would have been better.",value for money positive,,,,,,,,,,,,,
"Hassle free way to replace tyres,good service value for money happy motoring.",value for money positive,,,,,,,,,,,,,
"Easy and cheap, can't complain",value for money positive,,,,,,,,,,,,,
"No option on the menu to input Company details to receive VAT invoice . Contacted [REDACTED] prior to purchase and was told “ no problem, just email sales and they will provide one”. Initially after sending email we were told this was not possible After several emails over 2 days we actually got one! Not sure if I would use again because of all the hassleOn the plus side , Jon the fitter from ‘The Tyre Fitters’ was superb! Turned up on time and was polite and professional",garage service negative,,,,,,,,,,,,,
"MOTORCYCLISTS: I ordered my tyre with BC having read the bit about ordering a tyre from them and having it fit by a local dealer. It was more than I would have paid for the tyre elsewhere, but I figured with the cost of fitting it worked out reasonable. What they failed to make clear, is that they don't provide this service for motorbikes. I contacted their customer services and explained myself, only to be met with a kind of ""who cares"" response.The moral is, get your tyres elsewhere. Its cheaper.",value for money positive,advisoragent service positive,,,,,,,,,,,,
"The company that only puts itself first never the customer. Was given unacceptably last minute notice my tyres were not going to be delivered and ready for fitting, -despite the fact I had taken time off work for this appointment in advance (and could not reclaim that day of holiday with such short notice). [REDACTED] have remained totally unappreciative of that lost holiday and great inconvenience. Indeed they have made no acknowledgment of this complaint whatsoever -that is how much they respect customers and value a customer's time. [REDACTED] have a diabolical level of customer care that not only completely ignores any complaint you might make or loss suffered, but also will take atleast 24 hours to offer you any response at all (making rescheduling even more inconvenient). I had to schedule the appointment myself directly with the fitter as [REDACTED] proved utterly redundant as any support or help in this way. It was then my horror to experience their recommended fitter (Johnsons Motors) jack up my car incorrectly (despite my clear and polite request the fitter confirm with me where to jack my car before raising it). I had to shout at the unresponsive engineer to lower my car immediately upon noticing (only by chance) their incompetence. The fitter then proved argumentative, dishonest before shouting their refusal to do any further work at all -despite the fact the work was already paid for via [REDACTED]. I have made yet another complaint to [REDACTED] for this further diabolical low level of quality product and customer service offered via their company -who have again sought to ignore this complaint as well. They have also so far ignored my fair and rightful request of a full refund. Without any service, any real communication and no product honoured, -I am now considering legal action to recover my funds and potential losses from damages. Please spare yourself a long path of misery and get your tyres elsewhere. There are plenty other deals on offer if you look a little longer past the many deals [REDACTED] seek to flood upon the online arena. All the best",advisoragent service positive,garage service positive,,,,,,,,,,,,
"Used [REDACTED].com twice now. Great service, good choices and very good prices. Keep rolling on!!!!",value for money positive,,,,,,,,,,,,,
Local garage almost half price. Found a price almost half of what I was quoted elsewhere. Happy that I could use a local garage and will continue to use them in future.,location positive,value for money positive,,,,,,,,,,,,
Excellent process well priced tyres ! Never seem to win anything though no matter how many sets I buy !,value for money positive,,,,,,,,,,,,,
"The staff were very friendly when I arrived , and my tyres were fitted very quickly . I will definitely be using this garage again .",garage service positive,length of fitting positive,,,,,,,,,,,,
Great service good value,value for money positive,,,,,,,,,,,,,
"Effortless and best value around. Wish they gave you loyalty discounts though, like a free fitting or mobile fitting once every few tyres.",mobile fitter positive,value for money positive,,,,,,,,,,,,
Lowest price and fitted at a place that could accommodate our motorhome heighth that provided immediate service as per booking!,garage service positive,value for money positive,,,,,,,,,,,,
Price and Service was good. All went to plan.,value for money positive,,,,,,,,,,,,,
Reasonable price and good service.,value for money positive,,,,,,,,,,,,,
"Cheap prices, prompt service & good selection of tyres across a wide price range.",value for money positive,,,,,,,,,,,,,
The tyres are cheaper than buying from the garage that fits them.Straight forward convenient and no reason to go anywhere else,value for money positive,,,,,,,,,,,,,
Nice and easy to use website with plenty of choice and options. Prices are also competitive and lots of local garages on the list for fitting.,value for money positive,location positive,,,,,,,,,,,,
